id,year,fare,dist,passen,concen
575,1998,232,1979,1129,0.6200999617576599
575,1999,217,1979,1387,0.5091000199317932
575,2000,253,1979,1280,0.4852999746799469
576,1997,144,306,268,0.7188999652862549
576,1998,145,306,239,0.7509999871253967
576,1999,145,306,257,0.819599986076355
576,2000,161,306,268,0.8235999941825867
577,1997,231,610,195,0.819599986076355
577,1998,222,610,203,0.8695999979972839
577,1999,251,610,190,0.8405999541282654
577,2000,254,610,181,0.8518000245094299
578,1997,161,1145,574,0.76910001039505
578,1998,160,1145,526,0.7237000465393066
578,1999,168,1145,588,0.7465000152587891
578,2000,184,1145,504,0.7073000073432922
579,1997,105,238,449,0.9700000286102295
579,1998,114,238,408,0.973300039768219
579,1999,124,238,477,0.9709999561309814
579,2000,164,238,391,0.9737999439239502
580,1997,298,528,587,0.9255000352859497
580,1998,256,528,616,0.9470999836921692
580,1999,180,528,927,0.7939000129699707
580,2000,175,528,1002,0.7937000393867493
581,1997,92,636,132,0.7287999987602234
581,1998,99,636,177,0.8476999402046204
581,1999,96,636,213,0.9217000007629395
581,2000,100,636,202,0.9187999963760376
582,1997,104,457,791,0.7437000274658203
582,1998,105,457,775,0.6705999970436096
582,1999,104,457,777,0.7376000285148621
582,2000,112,457,756,0.6970999836921692
583,1997,160,926,281,0.7480999827384949
583,1998,148,926,282,0.7466999888420105
583,1999,162,926,290,0.6973000168800354
583,2000,177,926,313,0.6875
584,1997,139,495,2608,0.6619999408721924
584,1998,126,495,3038,0.6115999817848206
584,1999,138,495,3063,0.666100025177002
584,2000,187,495,2646,0.7103999853134155
585,1997,147,902,124,0.3135000169277191
585,1998,160,902,125,0.3522000014781952
585,1999,154,902,134,0.3144000172615051
585,2000,169,902,135,0.3749000132083893
586,1997,118,957,1334,0.7198999524116516
586,1998,114,957,1558,0.653499960899353
586,1999,123,957,1794,0.6234999895095825
586,2000,146,957,1601,0.5509999990463257
587,1997,226,453,705,0.5846999883651733
587,1998,114,453,991,0.5098000168800354
587,1999,120,453,970,0.598800003528595
587,2000,190,453,780,0.5806999802589417
588,1997,179,1671,915,0.6168000102043152
588,1998,174,1671,984,0.5450999736785889
588,1999,165,1671,1052,0.5537999868392944
588,2000,185,1671,1069,0.5015000104904175
589,1997,241,201,220,0.5674000382423401
589,1998,219,201,220,0.61080002784729
589,1999,227,201,215,0.5415999889373779
589,2000,252,201,203,0.515500009059906
590,1997,249,1955,202,0.6735000014305115
590,1998,295,1955,177,0.5202000141143799
590,1999,260,1955,187,0.40799999237060547
590,2000,289,1955,202,0.4388999938964844
591,1997,191,501,278,0.8730999827384949
591,1998,188,501,308,0.8255999684333801
591,1999,170,501,393,0.6428999900817871
591,2000,174,501,401,0.6444999575614929
592,1997,126,1906,220,0.7755000591278076
592,1998,147,1906,167,0.7727999687194824
592,1999,195,1906,97,0.5152000188827515
592,2000,199,1906,82,0.3165000081062317
593,1997,191,1483,166,0.3465999960899353
593,1998,233,1483,177,0.5128999948501587
593,1999,185,1483,203,0.6290000081062317
593,2000,204,1483,186,0.617900013923645
594,1997,188,1218,183,0.3236999809741974
594,1998,193,1218,175,0.27140000462532043
594,1999,180,1218,190,0.24169999361038208
594,2000,197,1218,192,0.2508000135421753
595,1997,205,1958,421,0.6058000326156616
595,1998,235,1958,334,0.4722000062465668
595,1999,240,1958,378,0.39400002360343933
595,2000,241,1958,443,0.3552999794483185
596,1997,304,2080,598,0.6741000413894653
596,1998,277,2080,651,0.6227999925613403
596,1999,348,2080,572,0.5724999904632568
596,2000,341,2080,646,0.5410000085830688
597,1997,212,2066,249,0.5911999940872192
597,1998,262,2066,181,0.4256000220775604
597,1999,237,2066,186,0.33000001311302185
597,2000,270,2066,189,0.2337000072002411
598,1997,262,1962,320,0.6797000169754028
598,1998,305,1962,226,0.63919997215271
598,1999,369,1962,198,0.6381000280380249
598,2000,324,1962,198,0.42250001430511475
599,1997,168,1024,156,0.7324000000953674
599,1998,159,1024,152,0.7001000046730042
599,1999,170,1024,145,0.7698999643325806
599,2000,186,1024,75,0.39240002632141113
600,1997,249,1928,373,0.7798000574111938
600,1998,290,1928,338,0.6482999920845032
600,1999,289,1928,348,0.5737000107765198
600,2000,289,1928,388,0.5895999670028687
601,1997,81,440,982,0.4133000075817108
601,1998,77,440,1063,0.37049999833106995
601,1999,78,440,1096,0.37400001287460327
601,2000,95,440,1043,0.35199999809265137
602,1997,119,983,1031,0.6349999904632568
602,1998,114,983,1148,0.5534999966621399
602,1999,129,983,1139,0.5806000232696533
602,2000,150,983,1138,0.5295999646186829
603,1997,226,400,680,0.901699960231781
603,1998,209,400,634,0.8844999670982361
603,1999,195,400,791,0.8999999761581421
603,2000,229,400,728,0.8558000326156616
604,1997,171,1087,342,0.7744999527931213
604,1998,131,1087,554,0.5902999639511108
604,1999,127,1087,645,0.5920000076293945
604,2000,156,1087,513,0.5519999861717224
605,1997,250,505,210,0.9487000107765198
605,1998,204,505,196,0.9380000233650208
605,1999,230,505,182,0.9332000017166138
605,2000,237,505,195,0.928600013256073
606,1997,139,677,391,0.6482999920845032
606,1998,155,677,361,0.652899980545044
606,1999,146,677,378,0.5950999855995178
606,2000,159,677,372,0.6358000040054321
607,1997,82,584,422,0.5945999622344971
607,1998,88,584,405,0.5519999861717224
607,1999,101,584,392,0.6234999895095825
607,2000,100,584,423,0.662600040435791
608,1997,114,714,457,0.8410999774932861
608,1998,120,714,444,0.8610000014305115
608,1999,126,714,441,0.8566000461578369
608,2000,133,714,425,0.8586000204086304
609,1997,114,671,119,0.7694000005722046
609,1998,120,671,118,0.7662000060081482
609,1999,124,671,109,0.6726000308990479
609,2000,132,671,116,0.6510999798774719
610,1997,66,347,597,0.8504000306129456
610,1998,66,347,536,0.8788999915122986
610,1999,61,347,621,0.8549000024795532
610,2000,68,347,561,0.814300000667572
611,1997,101,496,336,0.9151999950408936
611,1998,113,496,308,0.9276999831199646
611,1999,107,496,350,0.888700008392334
611,2000,113,496,351,0.9430000185966492
612,1997,110,636,194,0.8154000043869019
612,1998,119,636,184,0.8698000311851501
612,1999,126,636,193,0.8565000295639038
612,2000,135,636,204,0.8108000159263611
613,1997,118,451,282,0.9665000438690186
613,1998,121,451,248,0.973300039768219
613,1999,125,451,265,0.9683999419212341
613,2000,138,451,231,0.9732000231742859
614,1997,138,1174,269,0.382099986076355
614,1998,118,1174,448,0.4359999895095825
614,1999,117,1174,745,0.47929999232292175
614,2000,120,1174,770,0.5054000020027161
615,1997,169,965,369,0.6392999887466431
615,1998,179,965,343,0.6392999887466431
615,1999,168,965,430,0.6327000260353088
615,2000,180,965,444,0.6380000114440918
616,1997,110,1006,376,0.4288000166416168
616,1998,122,1006,378,0.505299985408783
616,1999,130,1006,377,0.48900002241134644
616,2000,130,1006,434,0.5196999907493591
617,1997,126,1093,315,0.9309999942779541
617,1998,133,1093,333,0.9233999848365784
617,1999,117,1093,707,0.5874999761581421
617,2000,121,1093,800,0.6503999829292297
618,1997,58,318,557,0.984000027179718
618,1998,62,318,675,0.9878000020980835
618,1999,64,318,707,0.9925000071525574
618,2000,67,318,847,0.994100034236908
619,1997,136,1244,177,0.3277999758720398
619,1998,145,1244,204,0.41200000047683716
619,1999,159,1244,184,0.3279999792575836
619,2000,165,1244,206,0.26440000534057617
620,1997,164,2175,331,0.4843999743461609
620,1998,181,2175,360,0.4861000180244446
620,1999,167,2175,610,0.4602000117301941
620,2000,174,2175,483,0.4900999963283539
621,1997,213,2343,629,0.3883000314235687
621,1998,215,2343,601,0.31520000100135803
621,1999,208,2343,710,0.26820001006126404
621,2000,222,2343,670,0.32990002632141113
622,1997,128,897,134,0.5983999967575073
622,1998,144,897,150,0.484000027179718
622,1999,144,897,172,0.5501999855041504
622,2000,141,897,157,0.47679999470710754
623,1997,141,1246,160,0.26680001616477966
623,1998,140,1246,152,0.2970000207424164
623,1999,148,1246,159,0.36500000953674316
623,2000,153,1246,192,0.2531000077724457
624,1997,250,1490,131,0.3529999852180481
624,1998,242,1490,163,0.37070000171661377
624,1999,245,1490,167,0.3937000036239624
624,2000,219,1490,266,0.5156999826431274
625,1997,120,793,297,0.7163999676704407
625,1998,129,793,326,0.7193000316619873
625,1999,126,793,388,0.788100004196167
625,2000,141,793,395,0.7745999693870544
626,1997,133,673,237,0.7244000434875488
626,1998,140,673,262,0.73580002784729
626,1999,140,673,296,0.8234999775886536
626,2000,142,673,372,0.7248000502586365
627,1997,155,1073,4163,0.3449999988079071
627,1998,142,1073,5206,0.3172999918460846
627,1999,133,1073,6561,0.3190999925136566
627,2000,128,1073,8497,0.2741999924182892
628,1997,137,1122,91,0.576200008392334
628,1998,139,1122,86,0.723300039768219
628,1999,143,1122,64,0.7211000323295593
628,2000,147,1122,55,0.7922000288963318
629,1997,57,178,847,0.7994000315666199
629,1998,62,178,807,0.8083999752998352
629,1999,64,178,777,0.8258000016212463
629,2000,73,178,831,0.8070999979972839
630,1997,153,992,887,0.7811000347137451
630,1998,163,992,775,0.7538999915122986
630,1999,168,992,816,0.7326000332832336
630,2000,131,992,1311,0.7542999982833862
631,1997,219,1975,217,0.3458999991416931
631,1998,206,1975,224,0.3611999750137329
631,1999,188,1975,315,0.29750001430511475
631,2000,210,1975,324,0.29659998416900635
632,1997,157,994,325,0.7751999497413635
632,1998,162,994,347,0.7915000319480896
632,1999,168,994,289,0.7412000298500061
632,2000,157,994,395,0.8413999676704407
633,1997,123,1189,357,0.3709000051021576
633,1998,132,1189,358,0.4083000123500824
633,1999,130,1189,346,0.45580002665519714
633,2000,132,1189,395,0.46240001916885376
634,1997,143,680,259,0.6905999779701233
634,1998,139,680,289,0.7212000489234924
634,1999,117,680,429,0.5895000100135803
634,2000,122,680,492,0.6485999822616577
635,1997,276,2587,212,0.3700999915599823
635,1998,261,2587,248,0.3190000057220459
635,1999,236,2587,312,0.34299999475479126
635,2000,248,2587,294,0.38179999589920044
636,1997,180,1057,262,0.4758000075817108
636,1998,185,1057,305,0.635200023651123
636,1999,176,1057,348,0.604200005531311
636,2000,199,1057,358,0.5006000399589539
637,1997,57,197,1255,0.8562000393867493
637,1998,62,197,1323,0.9251999855041504
637,1999,64,197,1326,0.9232000112533569
637,2000,68,197,1370,0.9343000054359436
638,1997,146,900,673,0.653700053691864
638,1998,124,900,851,0.4270000159740448
638,1999,125,900,905,0.4652999937534332
638,2000,125,900,1188,0.489300012588501
639,1997,143,1181,223,0.5467000007629395
639,1998,121,1181,265,0.4202999770641327
639,1999,124,1181,232,0.5209999680519104
639,2000,137,1181,232,0.44269999861717224
640,1997,129,946,480,0.8029000163078308
640,1998,128,946,473,0.8262999653816223
640,1999,136,946,458,0.8007000088691711
640,2000,140,946,465,0.7506999969482422
641,1997,141,1158,109,0.48099997639656067
641,1998,142,1158,114,0.47769999504089355
641,1999,155,1158,112,0.4859999716281891
641,2000,164,1158,114,0.3934999704360962
642,1997,130,1185,305,0.5156999826431274
642,1998,133,1185,256,0.28360000252723694
642,1999,144,1185,253,0.31520000100135803
642,2000,152,1185,243,0.27129998803138733
643,1997,217,1417,256,0.7362000346183777
643,1998,191,1417,289,0.6462999582290649
643,1999,191,1417,313,0.5494999885559082
643,2000,180,1417,400,0.5884000062942505
644,1997,176,1068,1026,0.47040000557899475
644,1998,170,1068,999,0.483100026845932
644,1999,166,1068,1051,0.5080000162124634
644,2000,148,1068,1381,0.3400999903678894
645,1997,155,992,356,0.7851999402046204
645,1998,158,992,333,0.8026000261306763
645,1999,174,992,338,0.7466999888420105
645,2000,151,992,423,0.8433000445365906
646,1997,151,967,191,0.7967000007629395
646,1998,154,967,200,0.836899995803833
646,1999,158,967,205,0.7878000140190125
646,2000,146,967,270,0.8291999697685242
647,1997,130,1203,140,0.491100013256073
647,1998,137,1203,130,0.590499997138977
647,1999,148,1203,124,0.4366999864578247
647,2000,148,1203,152,0.5764999985694885
648,1997,185,980,145,0.8765000104904175
648,1998,178,980,172,0.8952999711036682
648,1999,188,980,179,0.8598999977111816
648,2000,182,980,167,0.8440000414848328
649,1997,155,893,235,0.5315000414848328
649,1998,144,893,208,0.5238000154495239
649,1999,149,893,228,0.3463999927043915
649,2000,154,893,240,0.45820000767707825
650,1997,173,1645,139,0.6762999892234802
650,1998,167,1645,165,0.47209998965263367
650,1999,175,1645,154,0.6065999865531921
650,2000,176,1645,156,0.7057999968528748
651,1997,233,613,197,0.47349998354911804
651,1998,203,613,213,0.399399995803833
651,1999,181,613,245,0.314300000667572
651,2000,196,613,235,0.3434999883174896
652,1997,130,1024,221,0.5266000032424927
652,1998,153,1024,178,0.32359999418258667
652,1999,154,1024,198,0.5196999907493591
652,2000,157,1024,233,0.44859999418258667
653,1997,192,987,127,0.6615000367164612
653,1998,153,987,155,0.625499963760376
653,1999,186,987,139,0.5950999855995178
653,2000,184,987,166,0.555899977684021
654,1997,202,460,764,0.5331000089645386
654,1998,186,460,747,0.530299961566925
654,1999,164,460,941,0.5152000188827515
654,2000,163,460,972,0.4611000120639801
655,1997,130,535,292,0.5152999758720398
655,1998,147,535,252,0.3424000144004822
655,1999,121,535,215,0.39430001378059387
655,2000,105,535,348,0.6698000431060791
656,1997,212,365,178,0.9639999866485596
656,1998,178,365,212,0.8977999687194824
656,1999,184,365,264,0.9580000042915344
656,2000,173,365,254,0.9444000124931335
657,1997,64,276,562,0.9002999663352966
657,1998,67,276,553,0.9319999814033508
657,1999,64,276,612,0.912600040435791
657,2000,74,276,528,0.902899980545044
658,1997,69,233,234,0.9869999885559082
658,1998,73,233,224,0.9937000274658203
658,1999,73,233,216,0.9879000186920166
658,2000,78,233,198,0.9923000335693359
659,1997,109,852,249,0.753600001335144
659,1998,110,852,248,0.7012999653816223
659,1999,130,852,170,0.6637000441551208
659,2000,153,852,163,0.765999972820282
660,1997,386,1509,129,0.3840000033378601
660,1998,201,1509,249,0.47859999537467957
660,1999,209,1509,258,0.5174999833106995
660,2000,253,1509,253,0.44130000472068787
661,1997,319,2527,282,0.28790000081062317
661,1998,304,2527,327,0.2542000114917755
661,1999,240,2527,460,0.3822000026702881
661,2000,247,2527,494,0.36070001125335693
662,1997,152,1194,232,0.35679998993873596
662,1998,158,1194,238,0.36419999599456787
662,1999,155,1194,206,0.41609999537467957
662,2000,165,1194,190,0.3702999949455261
663,1997,359,1051,213,0.7537000179290771
663,1998,314,1051,216,0.7687999606132507
663,1999,335,1051,214,0.7112999558448792
663,2000,355,1051,235,0.7644000053405762
664,1997,112,1050,1163,0.8323000073432922
664,1998,110,1050,1266,0.6566000580787659
664,1999,107,1050,1441,0.6047000288963318
664,2000,110,1050,1644,0.4904000163078308
665,1997,239,196,273,0.9812999963760376
665,1998,237,196,278,0.9793000221252441
665,1999,234,196,261,0.9817000031471252
665,2000,272,196,264,0.9930000305175781
666,1997,287,2214,181,0.2921999990940094
666,1998,274,2214,197,0.26569998264312744
666,1999,200,2214,291,0.1818000078201294
666,2000,196,2214,384,0.28999999165534973
667,1997,238,406,210,0.9451999664306641
667,1998,229,406,210,0.9419000148773193
667,1999,226,406,235,0.94029998779296875
667,2000,246,406,257,0.9419000148773193
668,1997,168,532,226,0.7405999898910522
668,1998,163,532,235,0.7452999949455261
668,1999,140,532,321,0.534600019454956
668,2000,133,532,375,0.6850000023841858
669,1997,376,2627,242,0.3529999852180481
669,1998,335,2627,292,0.4852999746799469
669,1999,379,2627,261,0.4787999987602234
669,2000,366,2627,268,0.4778999984264374
670,1997,321,2437,134,0.3125
670,1998,307,2437,128,0.3604999780654907
670,1999,325,2437,110,0.3343000113964081
670,2000,276,2437,161,0.27320000529289246
671,1997,267,958,175,0.8120999932289124
671,1998,286,958,172,0.8429000377655029
671,1999,267,958,205,0.6049000024795532
671,2000,245,958,230,0.5436999797821045
672,1997,132,1111,490,0.6187999844551086
672,1998,112,1111,617,0.6956999897956848
672,1999,111,1111,661,0.6513999700546265
672,2000,130,1111,552,0.5130000114440918
673,1997,138,314,596,0.7921000123023987
673,1998,136,314,624,0.8451999425888062
673,1999,112,314,889,0.7046999931335449
673,2000,166,314,512,0.647599995136261
674,1997,135,1133,631,0.7059999704360962
674,1998,132,1133,606,0.6940000057220459
674,1999,118,1133,732,0.5741000175476074
674,2000,130,1133,675,0.6079999804496765
675,1997,151,846,334,0.6008999943733215
675,1998,160,846,314,0.6019999980926514
675,1999,152,846,363,0.5831000208854675
675,2000,166,846,368,0.630299985408783
676,1997,66,359,277,0.6890000104904175
676,1998,73,359,274,0.7587000131607056
676,1999,70,359,323,0.7549999952316284
676,2000,75,359,314,0.8077999949455261
677,1997,135,818,212,0.6656000018119812
677,1998,154,818,190,0.6086000204086304
677,1999,155,818,222,0.6328999996185303
677,2000,165,818,237,0.5911999940872192
678,1997,135,644,570,0.47849997878074646
678,1998,147,644,545,0.4650999903678894
678,1999,146,644,589,0.5072000026702881
678,2000,157,644,569,0.5060999989509583
679,1997,139,1229,929,0.46209999918937683
679,1998,155,1229,899,0.47609999775886536
679,1999,151,1229,1087,0.420600026845932
679,2000,162,1229,1119,0.4613000154495239
680,1997,98,392,321,0.669700026512146
680,1998,108,392,291,0.6796000003814697
680,1999,106,392,325,0.6216999888420105
680,2000,113,392,312,0.6453999876976013
681,1997,225,1379,1254,0.616599977016449
681,1998,219,1379,1265,0.620199978351593
681,1999,201,1379,1420,0.5139999985694885
681,2000,225,1379,1498,0.4343000054359436
682,1997,148,789,198,0.5302000045776367
682,1998,154,789,187,0.5677000284194946
682,1999,153,789,202,0.5281999707221985
682,2000,164,789,223,0.6098999977111816
683,1997,86,472,400,0.6243000030517578
683,1998,93,472,381,0.6195999979972839
683,1999,98,472,389,0.6811000108718872
683,2000,100,472,379,0.602400004863739
684,1997,206,470,173,0.4341999888420105
684,1998,202,470,202,0.4458000063896179
684,1999,202,470,188,0.47939997911453247
684,2000,211,470,201,0.45910000801086426
685,1997,176,964,434,0.5325999855995178
685,1998,175,964,429,0.5595999956130981
685,1999,189,964,458,0.5828999876976013
685,2000,192,964,461,0.6191999912261963
686,1997,101,440,504,0.6966000199317932
686,1998,108,440,498,0.744700014591217
686,1999,102,440,495,0.7371000051498413
686,2000,110,440,471,0.6855000257492065
687,1997,313,1035,309,0.39750000834465027
687,1998,301,1035,313,0.4254000186920166
687,1999,285,1035,408,0.302700012922287
687,2000,300,1035,426,0.32179999351501465
688,1997,77,316,278,0.9388999938964844
688,1998,86,316,242,0.9873999953269958
688,1999,96,316,252,0.984000027179718
688,2000,96,316,240,0.9819000363349915
689,1997,116,670,628,0.6370999813079834
689,1998,127,670,552,0.6747000217437744
689,1999,121,670,579,0.6222999691963196
689,2000,133,670,596,0.637499988079071
690,1997,84,303,2181,0.6229999661445618
690,1998,86,303,2109,0.6623000502586365
690,1999,87,303,2207,0.6458999514579773
690,2000,94,303,2176,0.6513999700546265
691,1997,388,1408,1911,0.7019000053405762
691,1998,315,1408,2180,0.6540000438690186
691,1999,316,1408,2389,0.7045999765396118
691,2000,313,1408,2619,0.7257000207901001
692,1997,221,1645,139,0.3833000063896179
692,1998,237,1645,147,0.3588999807834625
692,1999,206,1645,178,0.41169998049736023
692,2000,246,1645,271,0.34220001101493835
693,1997,104,418,603,0.5776000022888184
693,1998,109,418,534,0.5978000164031982
693,1999,108,418,613,0.6111999750137329
693,2000,114,418,588,0.5511999726295471
694,1997,172,782,170,0.4032000005245209
694,1998,170,782,167,0.2599000036716461
694,1999,156,782,190,0.5941999554634094
694,2000,180,782,198,0.6363000273704529
695,1997,201,1336,219,0.4131999909877777
695,1998,204,1336,219,0.4311000108718872
695,1999,177,1336,292,0.45340001583099365
695,2000,194,1336,261,0.3946000039577484
696,1997,147,853,695,0.6216999888420105
696,1998,148,853,715,0.626300036907196
696,1999,163,853,788,0.5974000096321106
696,2000,168,853,877,0.5782999992370605
697,1997,301,1325,615,0.5419999957084656
697,1998,255,1325,658,0.3968000113964081
697,1999,259,1325,730,0.4786999821662903
697,2000,286,1325,742,0.5013999938964844
698,1997,176,1020,731,0.36900001764297485
698,1998,187,1020,671,0.3856000006198883
698,1999,173,1020,776,0.4027000069618225
698,2000,184,1020,796,0.3993000090122223
699,1997,336,1118,300,0.5918999910354614
699,1998,305,1118,300,0.5166000127792358
699,1999,339,1118,276,0.4509999752044678
699,2000,314,1118,303,0.4416999816894531
700,1997,248,1827,221,0.43939998745918274
700,1998,235,1827,222,0.46000000834465027
700,1999,223,1827,267,0.4863000214099884
700,2000,274,1827,269,0.5077000260353088
701,1997,166,1573,243,0.4352000057697296
701,1998,183,1573,186,0.4562000036239624
701,1999,168,1573,269,0.6208999752998352
701,2000,210,1573,233,0.44509997963905334
702,1997,190,1044,232,0.4959999918937683
702,1998,172,1044,254,0.5095999836921692
702,1999,178,1044,319,0.4715000092983246
702,2000,200,1044,347,0.3947000205516815
703,1997,163,1542,163,0.3618999719619751
703,1998,172,1542,146,0.39330002665519714
703,1999,158,1542,182,0.32919996976852417
703,2000,177,1542,176,0.3458999991416931
704,1997,203,1197,310,0.3765999972820282
704,1998,194,1197,313,0.37549999356269836
704,1999,172,1197,345,0.41169998049736023
704,2000,197,1197,370,0.359000027179718
705,1997,74,192,1055,0.70660001039505
705,1998,77,192,980,0.7701999545097351
705,1999,78,192,994,0.7137999534606934
705,2000,80,192,954,0.7019999623298645
706,1997,213,1304,425,0.5228999853134155
706,1998,225,1304,397,0.4943999946117401
706,1999,186,1304,497,0.5049999952316284
706,2000,218,1304,505,0.5047000050544739
707,1997,266,1636,862,0.6517999768257141
707,1998,269,1636,800,0.6437000036239624
707,1999,256,1636,926,0.6464999914169312
707,2000,295,1636,863,0.6180999875068665
708,1997,275,1610,236,0.4220000207424164
708,1998,255,1610,240,0.45319998264312744
708,1999,233,1610,356,0.5006000399589539
708,2000,295,1610,386,0.5375000238418579
709,1997,292,1348,235,0.6637000441551208
709,1998,290,1348,218,0.6676999926567078
709,1999,276,1348,277,0.6025000214576721
709,2000,308,1348,309,0.7095999717712402
710,1997,246,1876,399,0.4706000089645386
710,1998,248,1876,370,0.557699978351593
710,1999,221,1876,499,0.5347000360488892
710,2000,277,1876,493,0.5174000263214111
711,1997,120,687,861,0.5383000373840332
711,1998,128,687,782,0.5493000149726868
711,1999,126,687,858,0.5419999957084656
711,2000,138,687,841,0.5382000207901001
712,1997,152,787,472,0.6674000024795532
712,1998,163,787,449,0.6384999752044678
712,1999,169,787,490,0.6468999981880188
712,2000,181,787,539,0.6031000018119812
713,1997,111,452,831,0.5899999737739563
713,1998,117,452,759,0.6254000067710876
713,1999,110,452,860,0.5687000155448914
713,2000,119,452,815,0.5645000338554382
714,1997,285,1204,644,0.6209999918937683
714,1998,252,1204,713,0.6431999802589417
714,1999,273,1204,834,0.7205000519752502
714,2000,293,1204,943,0.7610999941825867
715,1997,85,452,281,0.638700008392334
715,1998,96,452,314,0.6291000247001648
715,1999,89,452,318,0.6751000285148621
715,2000,98,452,331,0.7261000275611877
716,1997,120,1591,786,0.510699987411499
716,1998,126,1591,885,0.4974000155925751
716,1999,127,1591,793,0.5270999670028687
716,2000,134,1591,885,0.5702000260353088
717,1997,154,1815,577,0.21739999949932098
717,1998,162,1815,573,0.2581999897956848
717,1999,171,1815,565,0.310699999332428
717,2000,184,1815,626,0.24740000069141388
718,1997,132,1023,180,0.31520000100135803
718,1998,137,1023,186,0.3279000222682953
718,1999,154,1023,164,0.22910000383853912
718,2000,174,1023,171,0.35089999437332153
719,1997,272,503,262,0.8333999514579773
719,1998,260,503,282,0.8806999921798706
719,1999,284,503,278,0.8733000159263611
719,2000,267,503,318,0.7739999890327454
720,1997,133,709,132,0.4465000033378601
720,1998,137,709,120,0.41689997911453247
720,1999,142,709,160,0.35029998421669006
720,2000,154,709,142,0.3968999981880188
721,1997,215,659,847,0.40470001101493835
721,1998,210,659,823,0.3930000066757202
721,1999,225,659,888,0.40299999713897705
721,2000,206,659,995,0.46860000491142273
722,1997,106,828,937,0.5144000053405762
722,1998,106,828,988,0.5029000043869019
722,1999,113,828,1027,0.4861000180244446
722,2000,112,828,1096,0.44439998269081116
723,1997,268,587,303,0.8682000041007996
723,1998,228,587,360,0.819599986076355
723,1999,235,587,391,0.8401000499725342
723,2000,252,587,364,0.848099946975708
724,1997,137,1490,568,0.5351999998092651
724,1998,163,1490,480,0.5586000084877014
724,1999,143,1490,560,0.5565000176429749
724,2000,157,1490,544,0.47909998893737793
725,1997,171,1787,222,0.22950001060962677
725,1998,171,1787,253,0.3086000084877014
725,1999,176,1787,230,0.2393999993801117
725,2000,187,1787,237,0.1819000095129013
726,1997,155,1946,455,0.23080000281333923
726,1998,163,1946,406,0.4433000087738037
726,1999,185,1946,334,0.31790000200271606
726,2000,202,1946,314,0.3091000020503998
727,1997,110,877,204,0.7230000495910645
727,1998,111,877,208,0.75279998779296875
727,1999,119,877,213,0.7973000407218933
727,2000,120,877,217,0.7858999371528625
728,1997,231,1869,177,0.3947000205516815
728,1998,214,1869,187,0.4333000183105469
728,1999,189,1869,203,0.30399999022483826
728,2000,201,1869,211,0.3021000027656555
729,1997,69,229,332,0.5476999878883362
729,1998,72,229,360,0.500499963760376
729,1999,68,229,327,0.51910001039505
729,2000,77,229,337,0.5055000185966492
730,1997,112,840,612,0.49470001459121704
730,1998,114,840,588,0.4650000035762787
730,1999,117,840,643,0.46160000562667847
730,2000,119,840,688,0.5245999693870544
731,1997,206,499,415,0.7207000255584717
731,1998,176,499,447,0.7344000339508057
731,1999,182,499,398,0.7174999713897705
731,2000,195,499,317,0.7548999786376953
732,1997,112,972,486,0.6600000262260437
732,1998,122,972,397,0.9031999707221985
732,1999,111,972,695,0.7780999541282654
732,2000,113,972,681,0.6729000210762024
733,1997,133,1035,50,0.8341000080108643
733,1998,112,1035,193,0.6558000445365906
733,1999,107,1035,509,0.4659000039100647
733,2000,115,1035,467,0.9171000123023987
734,1997,137,1055,34,0.6708999872207642
734,1998,114,1055,201,0.7497000098228455
734,1999,117,1055,350,0.934499979019165
734,2000,130,1055,42,0.6875
735,1997,100,334,163,0.7983999848365784
735,1998,91,334,192,0.8748999834060669
735,1999,111,334,150,0.8991000652313232
735,2000,113,334,132,0.9077999591827393
736,1997,88,484,222,0.7601999640464783
736,1998,103,484,236,0.7605000138282776
736,1999,101,484,271,0.8026000261306763
736,2000,101,484,288,0.808899998664856
737,1997,88,513,181,0.6990000009536743
737,1998,98,513,168,0.8047000169754028
737,1999,97,513,210,0.7494000196456909
737,2000,96,513,217,0.7355000376701355
738,1997,222,834,753,0.44029998779296875
738,1998,191,834,841,0.4113999903202057
738,1999,172,834,1006,0.413100004196167
738,2000,141,834,1094,0.38009998202323914
739,1997,144,544,110,0.7437999844551086
739,1998,137,544,129,0.7409999966621399
739,1999,125,544,129,0.635200023651123
739,2000,139,544,155,0.44020000100135803
740,1997,166,742,346,0.7580999732017517
740,1998,169,742,374,0.7971000075340271
740,1999,161,742,360,0.7660999894142151
740,2000,146,742,425,0.8076000213623047
741,1997,67,180,270,0.5649000406265259
741,1998,68,180,301,0.594700038433075
741,1999,68,180,298,0.6097999811172485
741,2000,74,180,291,0.5361999869346619
742,1997,151,634,332,0.7354000210762024
742,1998,150,634,275,0.7035999894142151
742,1999,143,634,339,0.6469999551773071
742,2000,158,634,334,0.6452999711036682
743,1997,103,1140,720,0.5341999530792236
743,1998,131,1140,662,0.5835999846458435
743,1999,140,1140,655,0.6869000196456909
743,2000,142,1140,693,0.7281000018119812
744,1997,152,1363,672,0.44119998812675476
744,1998,171,1363,616,0.5419999957084656
744,1999,165,1363,637,0.5992000102996826
744,2000,153,1363,804,0.5507000088691711
745,1997,71,492,165,0.5740000009536743
745,1998,84,492,195,0.4986000061035156
745,1999,92,492,154,0.4462999999523163
745,2000,96,492,161,0.44209998846054077
746,1997,153,1254,175,0.28290000557899475
746,1998,159,1254,212,0.34540000557899475
